,Author,Quotes,Likes,Tags
583,Steve Maraboli,“The people we consider successful in our society are all people that seize every moment and make the best of each situation.”,30,"['carpe-diem,', 'life,', 'motivational,', 'seize-the-day,', 'success']"
584,Stephen Richards,“A good self-esteem level is mostly dependant on how we value ourselves without any bias.”,30,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
585,Arnold Henry,"“Your limits are somewhere up there, waiting for you to reach beyond infinity.”",29,"['autobiography,', 'basketball,', 'inspirational,', 'motivational,', 'nonfiction']"
586,Brian Tracy,"“You are where you are and what you are because of yourself, nothing else. Nature is neutral. Nature doesn't care. If you do what other successful people do, you will enjoy the same results and rewards that they do. And if you don't, you won't.”",29,"['inspirational,', 'motivational,', 'productivity']"
587,Steve Maraboli,"“It is important that when we make a resolution, or establish a goal, that we take the ACTION necessary to accomplish that goal.”",28,"['accomplishment,', 'action,', 'goals,', 'intent,', 'motivational,', 'resolution,', 'success']"
588,Núria Añó,"“I prefer to be on the side of losers, the misunderstood or lonely people rather than writing about the strong and powerful.”",25,"['about-books,', 'about-life,', 'about-me,', 'about-writing,', 'bookquotes,', 'books,', 'lonely-people,', 'loser,', 'loser-quotes,', 'losers,', 'misunderstood,', 'misunderstood-fights,', 'motivation,', 'motivational,', 'motivational-inspirational,', 'motivational-quotations,', 'powerful,', 'strong,', 'women-writers,', 'writers,', 'writers-and-their-work,', 'writers-and-writing,', 'writers-inspiration,', 'writers-life,', 'writers-on-writing,', 'writers-quotes,', 'writers-world,', 'writing,', 'writing-books,', 'writing-life,', 'writing-process,', 'writing-process-creative,', 'writing-process-creative-process,', 'writing-quotes']"
589,Amit Kalantri,“Great losses are great lessons.”,24,"['adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'blog,', 'blogging,', 'book-writing,', 'bounce-back,', 'catch-lines,', 'catchphrases,', 'characters,', 'creative-writing,', 'essay,', 'experience,', 'hope,', 'inspirational,', 'knowledge,', 'learning-from-mistakes,', 'lesson,', 'loss,', 'mistakes,', 'motivational,', 'movie,', 'movie-dialogue,', 'novel-writing,', 'philosophy,', 'profit,', 'proverbs,', 'public-speaking,', 'punchline,', 'quotes,', 'rhetoric,', 'script,', 'script-writing,', 'scriptwriting,', 'setback,', 'slogans,', 'social-networking,', 'speech,', 'speechwriting,', 'story,', 'success,', 'tag-lines,', 'wisdom,', 'writing']"
590,Stephen Richards,"“Once we open our eyes to the infinite magic that the universe has in abundance, we are sure to be enthralled by what we see and this miraculous creation gets us closer to our dreams and to the world as a whole.”",23,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
591,Jennifer DeLucy,"“We have come here together so that you might know, through virtue of your own pain, your own hopelessness, your own fear, your own darkness and the lie of powerlessness, the very actual power of your own will, of the will of your soul.”",20,"['empowerment,', 'encouragement,', 'hard-times,', 'life,', 'motivational,', 'power,', 'suffering']"
592,Mohammed Ali Bapir,"“Let your action manifest your thought, your belief and your passion.”",19,"['action,', 'ambition,', 'belief,', 'motivation,', 'motivational,', 'passion,', 'thought,', 'thought-provoking']"
593,Amit Kalantri,“People have boldness to criticize but not to sensitize.”,19,"['amit-kalantri,', 'amit-kalantri-quotes,', 'bold,', 'boldness,', 'courage,', 'criticism,', 'criticize,', 'critics,', 'guts,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'philosophy,', 'sensitive,', 'sensitize,', 'wisdom,', 'wisdom-quotes']"
594,Destiny Booze,“Prepare yourself for success. You have to see it coming to get there.”,18,"['inspirational,', 'motivational,', 'success']"
595,Habeeb Akande,“Success necessitates sacrifice.”,12,"['hard-work,', 'hard-work-pays-off,', 'inspirational,', 'motivational,', 'sacrifice,', 'success']"
596,Durgesh Satpathy,"“I can’t help you, I can only guide you, and you are the one who can help yourself.”",12,"['emotional,', 'grief,', 'inspirationaliration,', 'life,', 'love,', 'motivational,', 'solitude']"
597,Gordana Biernat,“Things do not happen TO you. They happen THROUGH you.,12,"['beliefs,', 'change,', 'creation,', 'desires,', 'dreams,', 'focus,', 'frequency,', 'inspirational,', 'life,', 'motivational,', 'observe,', 'oneness,', 'reality,', 'strength,', 'success,', 'vibration']"
598,Steven Aitchison,"“You are a beautiful soul wrapped up in a human body. It’s your job to unwrap, and find your soul again.”",10,"['inspirational,', 'motivational,', 'steven-aitchison']"
599,Steven Aitchison,"“The people who really make you angry, control you!”",10,"['inspirational,', 'motivational,', 'steven-aitchison']"
600,Stephen Richards,“You don't have to be good at something to be liked.”,205,"['cosmic,', 'law-of-attraction,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'positive-thinking,', 'self-help,', 'stephen-richards,', 'wealth,', 'worthy']"
601,Stephen Richards,“Every sunrise is priceless and you can experience the richness that life holds only when you live life to the full instead of just being an onlooker.”,104,"['law-of-attraction,', 'mind-power,', 'motivational,', 'new-age,', 'positive-thinking,', 'self-help,', 'stephen-richards,', 'wealth,', 'worthy']"
602,Roy T. Bennett,"“The more you can have control over your ego rather than let it run amuck, the more successful you’ll be in all areas of life.”",67,"['ego,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
603,Steve Maraboli,"“How would your life be different if...you began each day by thanking someone who has helped you? Let today be the day...You make it a point to show your gratitude to others. Send a letter or card, make a call, send a text or email, tell them in person...do whatever you have to do to let them know you appreciate them.”",60,"['appreciation,', 'day,', 'gratitude,', 'inspirational,', 'life,', 'motivational']"
604,Phillip C. McGraw,"“Life’s a marathon, not a sprint.”",58,"['advice,', 'advice-for-daily-living,', 'inspirational,', 'life-lessons,', 'motivational']"
605,Steve Maraboli,"“How would your life be different if...You decided to give freely, love fully, and play feverously? Let today be the day...You free yourself from the conditioned rules that limit your happiness and dilute the beautiful life experience. Have fun. Give - Love - Play!”",50,"['carpe-diem,', 'giving,', 'happiness,', 'inspirational,', 'life-experience,', 'love,', 'motivational,', 'play,', 'rules']"
606,Amit Kalantri,"“The most dangerous irony is, people are angry with others because of their own incompetence.”",45,"['anger,', 'angry,', 'danger,', 'dangerous,', 'human,', 'humans,', 'incompetence,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'ironic,', 'ironical,', 'irony,', 'motivation,', 'motivational,', 'motivational-quotes,', 'people,', 'peoples,', 'philosophy,', 'wisdom,', 'wisdom-quotes']"
607,Ifeanyi Enoch Onuoha,"“Every challenge you encounter in life is a fork in the road. You have the choice to choose which way to go - backward, forward, breakdown or breakthrough.”",44,"['breakthrough,', 'challenge,', 'failing-forward,', 'fortune-in-failing,', 'forward,', 'higherlife,', 'inspirational,', 'leadership-torch,', 'life,', 'living,', 'motivational']"
608,Steve Maraboli,"“Let today be the day that you become committed in being, in doing, in getting, achieving, in experiencing. Let today be the day that you are committed to being the change you wish to see and living the life you wish to live.”",42,"['achievement,', 'action,', 'change,', 'commitment,', 'inspirational,', 'life,', 'motivational']"
609,James P. Lewis,"“If you always do what you've always done, you'll always get what you always got.”",37,"['adaptation,', 'change,', 'inspirational,', 'motivational']"
610,Lil Wayne,"“Prepared for the worst,but still praying for the best”",36,"['insightful,', 'inspirational,', 'motivational']"
611,Steve Maraboli,“Luck is a word the bitter teach to the ignorant.”,35,"['bitter,', 'ignorant,', 'life,', 'luck,', 'motivational,', 'success']"
612,ياسر حارب,“لا تَقُل لي ما اسْمُك وقُل لي ما إنجازك فالإنجازات تصنع الأسماء”,35,['motivational']
613,Billy Joel,"“When the going gets tough, the tough get going”",29,['motivational']
614,Steve Maraboli,“Everything is easier said than done. Wanting something is easy. Saying something is easy. The challenge and the reward are in the doing.”,28,"['action,', 'happiness,', 'motivational,', 'saying,', 'success,', 'wanting']"
615,Steve Maraboli,"“The future is greatly different than your life now, the actions that you take must also be greatly different. You cannot do the same thing and get something different.”",26,"['actions,', 'future,', 'inspirational,', 'motivational,', 'present-moment']"
616,Amit Kalantri,“Take care of your costume and your confidence will take care of itself.”,26,"['adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'apparel,', 'beauty,', 'belief,', 'believe,', 'blog,', 'blogging,', 'bold,', 'book-writing,', 'born-with,', 'catch-lines,', 'catchphrases,', 'catwalk,', 'celebrity,', 'characters,', 'clothes,', 'clothes-quotes,', 'comedy,', 'confidence,', 'cool,', 'cosmetics,', 'costume,', 'creative-writing,', 'dress,', 'dressing,', 'dressing-sense,', 'dude,', 'energy,', 'essay,', 'face,', 'face-cream,', 'fashion,', 'fashion-designer,', 'fashion-industry,', 'fashion-quotes,', 'fashion-statement,', 'fashions,', 'fearless,', 'garments,', 'god-given,', 'inheritance,', 'inspirational,', 'jeans,', 'kitty-party,', 'knowledge,', 'make-fun-of,', 'make-up,', 'makeover,', 'modeling,', 'motivational,', 'movie,', 'movie-dialogue,', 'novel-writing,', 'old-fashioned,', 'outfit,', 'outfits,', 'page-3,', 'philosophy,', 'proverbs,', 'public-speaking,', 'punchline,', 'quotes,', 'ramp,', 'rhetoric,', 'script,', 'script-writing,', 'scriptwriting,', 'self-confidence,', 'slogans,', 'social-networking,', 'speech,', 'speechwriting,', 'story,', 'tag-lines,', 'trend,', 'trending,', 'trust-yourself,', 'wisdom,', 'writing']"
617,Amit Kalantri,"“The job of feets is walking, but their hobby is dancing.”",26,"['adage,', 'advertisement,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'avocation,', 'b-boying,', 'blog,', 'blogging,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'characters,', 'choreographer,', 'choreography,', 'club,', 'creative-writing,', 'dance,', 'dance-academy,', 'dance-class,', 'dance-quotes,', 'dance-routine,', 'dance-studio,', 'dancing,', 'dancing-shoes,', 'disco,', 'dj,', 'essay,', 'feet,', 'feets,', 'floor,', 'foot,', 'fun,', 'hip-hop,', 'hobby,', 'inspirational,', 'jumping,', 'knowledge,', 'leisure,', 'motivational,', 'movie,', 'movie-dialogue,', 'moving,', 'music,', 'night-life,', 'novel-writing,', 'partner,', 'philosophy,', 'proverbs,', 'public-speaking,', 'punchline,', 'quotes,', 'recreation,', 'rhetoric,', 'salsa,', 'salsa-dance,', 'script,', 'script-writing,', 'scriptwriting,', 'shoes,', 'slogans,', 'social-networking,', 'speech,', 'speechwriting,', 'step,', 'steps,', 'story,', 'street-dance,', 'style,', 'tag-lines,', 'wisdom,', 'wit,', 'witty,', 'writing']"
618,Stephen Richards,"“Once you feel nice about yourself, you have planted the first seed to develop self-confidence.”",24,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
619,Paulo Coelho,"“But if we are talking in terms of making progress in life, we must understand that ""good enough"" is very different from ""best.”",23,"['inspirational,', 'life,', 'motivational']"
620,The Girl Who Leapt Through Time,“Time waits for no one.”,21,['motivational']
621,ياسر حارب,“الفاشلون يتحدثون عن آلامهم والناجحون يتحدثون عن آمالهم”,20,['motivational']
622,Steve Maraboli,"“The purpose of empowerment is to urge you towards freedom, to help each of you to break free of all limitations. It is that freedom that will give you eternal happiness and finally connect you with the unconditional realization of TRUTH.”",19,"['empowerment,', 'freedom,', 'happiness,', 'inspirational,', 'life,', 'limitations,', 'motivational,', 'truth']"
623,R. Buckminster Fuller,"“Something hit me very hard once, thinking about what one little man could do. Think of the Queen Mary — the whole ship goes by and then comes the rudder. And there's a tiny thing at the edge of the rudder called a trimtab.",18,"['inspirational,', 'motivational']"
624,Peggy Toney Horton,“The mind can't delete what the heart won't let go of.”,17,"['humor,', 'motivational,', 'stress-relief']"
625,Steve Maraboli,“Fear has the role we give it. We are able to empower or poison ourselves to whatever degree we want. This is the beauty of our design.”,16,"['empowerment,', 'fear,', 'inspirational,', 'motivational,', 'poison,', 'rules']"
626,Steve Maraboli,“You‘ve been given the innate power to shape your life.”,15,"['inspirational,', 'life,', 'motivational,', 'potential,', 'power,', 'success']"
627,Alice O. Howell,“You can only work on yourself. Start there.”,14,['motivational']
628,Kynna Claire,“You can't keep dancing with the devil and ask why you're still in hell.”,12,"['ispirational,', 'motivational,', 'truth-of-life-truth-of-our-story']"
629,Oprah Winfrey,"“Whatever your calling, it's already rooted within you, and those roots can be trampled or tugged at but never removed. They grow stronger only when tended, nurtured, and most important, shared with others.”",12,"['growth,', 'motivational,', 'self-help']"
630,Stephen Richards,“The realisation that limitations are imaginary will make you strong and overpowering.”,88,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth-creation']"
631,John Muir,"“Yet how hard most people work for mere dust and ashes and care, taking no thought of growing in knowledge and grace, never having time to get in sight of their own ignorance.”",77,['motivational']
632,Stephen Richards,“We are exactly what our history made us to be.”,76,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-motivation,', 'stephen-richards']"
633,Jeff Goins,"“I have realized that whatever good comes to me, comes from God, whatever bad comes to me, God has allowed it, and I choose to be thankful for both.”",44,"['bad,', 'god,', 'good,', 'inspirational,', 'motivational,', 'struggles,', 'trials']"
634,Stephen Richards,“Self-confidence is contagious.”,42,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
635,أنيس منصور,“لن يفشل أبدا كل انسان يحاول”,40,"['advice,', 'motivational,', 'try']"
636,Steve  Pemberton,“Courage is not only about finding bravery for ourselves. It is also about helping others find theirs.”,33,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
637,Marilyn Suttle,“Notice the difference between being in control and needing control.”,32,"['inspiration,', 'motivational,', 'self-improvement,', 'success']"
638,John Paul Warren,"“I must admit, that I have learned more from my negative experiences than I have ever learned from my positive one.”",32,"['bible,', 'central-christian-church,', 'church,', 'inspirational,', 'john-paul,', 'john-paul-warren,', 'john-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastors,', 'religious,', 'speakers,', 'spiritual,', 'voice-of-the-nations']"
639,C. Nzingha Smith,"“Don't use yesterday's state of mind, to make today's decision.”",32,"['inspirational,', 'life,', 'motivational,', 'think,', 'thought-provoking']"
640,Steve  Pemberton,“Pivoting does not mean changing your goal but rather changing your strategy to realize that goal.”,32,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
641,John Paul Warren,“Your circumstances do NOT define you. Expect a GRAND finale.”,30,"['bible,', 'central-christian-church,', 'church,', 'inspirational,', 'john-paul,', 'john-paul-warren,', 'john-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastors,', 'religious,', 'speakers,', 'spiritual,', 'voice-of-the-nations']"
642,Steve Maraboli,"“If you have to ask if you’ve done enough, you haven’t. Each day brings with it the opportunity to do more than you did yesterday.”",29,"['action,', 'motivational,', 'opportunity,', 'success']"
643,John Paul Warren,“Faith UP! Your purpose is GREATER than all your PROBLEMS.”,27,"['bible,', 'central-christian,', 'church,', 'inspirational,', 'john-paul,', 'john-paul-warren,', 'john-warren,', 'leadership,', 'motivational,', 'pastor-john-paul-warren,', 'pastors,', 'religious,', 'speakers,', 'spiritual,', 'voice-of-the-nations']"
644,Steve Maraboli,“With one kind gesture you can change a life. One person at a time you can change the world. One day at a time we can change everything.”,27,"['change,', 'compassion,', 'inspirational,', 'kind-gesture,', 'kindness,', 'life,', 'motivational']"
645,Steve  Pemberton,"“Whenever we take a stand, we invite others who are siting on the sidelines to join us.”",27,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
646,Steve Maraboli,"“Each day gives the opportunity for you to be treated right, to feel worthy, and to be successful. It’s a choice you have to make, a faith you have to embrace, and a standard you have to set.”",24,"['carpe-diem,', 'faith,', 'inspirational,', 'life,', 'motivational,', 'success,', 'truth']"
647,Steve Maraboli,“Intent without dedicated action is simply not enough. Action without a clear intent is a waste. It is when these two powerful forces are aligned that the energy of the universe conspires in your favor.”,23,"['action,', 'inspirational,', 'intent,', 'motivational,', 'success']"
648,Steve Maraboli,“You are the point of origin for everything in your world: you set the standard for yourself.”,22,"['happiness,', 'inspirational,', 'life,', 'motivational,', 'point-of-origin,', 'standard,', 'success,', 'world']"
649,Steve Maraboli,“The time has come to harness the blessed power within us and to use it to transcend from our current existence into a more empowered reality.”,21,"['blessings,', 'inspirational,', 'life,', 'motivational,', 'self-empowerment,', 'success']"
650,Michelle D. Rosado,"“When someone who is suffering looks to you for compassion, it's indeed a blessing; you are chosen to be their Light in a moment of sorrow.”",21,"['inspirational,', 'motivational']"
651,Jentezen Franklin,"“We need to send our words out in the direction we want them to go. In other words, we need to start talking victory when we’re staring at defeat. We need to start talking healing when we’re feeling sick. We need to start blessing and prosperity when we don’t have anything. We need to speak about marching when we feel like quitting.”",20,"['inspirational,', 'motivational']"
652,John Paul Warren,“I would rather live short and right then long and wrong.”,20,"['austin-texas,', 'church,', 'conferences,', 'john-paul-warren,', 'john-warren,', 'motivational,', 'pastor-john-warren,', 'speaker,', 'voice-of-the-nations']"
653,Saint Jerome,"“The face is the mirror of the mind, and eyes without speaking confess the secrets of the heart.”",17,['motivational']
654,Steve Maraboli,"“We need more than just the Law of Attraction. We need to connect with its more successful twin, the Law of Generosity. And further entwine ourselves with their parent; the Law of Love.”",17,"['happiness,', 'inspirational,', 'law-of-attraction,', 'law-of-generosity,', 'law-of-love,', 'life,', 'love,', 'motivational,', 'success']"
655,Stephen Richards,“There are two things essential if you want to enhance your Jedi self-confidence:,15,"['confidence,', 'confident,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-confident,', 'self-help,', 'stephen-richards']"
656,Harold Geneen,“Uncertainty will always be part of the taking charge process.”,14,['motivational']
657,Steve Maraboli,“You would not be here TODAY if YESTERDAY was your defining moment. LIVE THIS DAY and move towards your dreams.”,14,"['dreams,', 'happiness,', 'inspirational,', 'life,', 'live,', 'moment,', 'motivational,', 'move,', 'success,', 'this-day,', 'today,', 'yesterday']"
658,John Paul Warren,“Every great leader can take you back to a defining moment when they decided to lead”,12,"['christian,', 'leadership,', 'motivational']"
659,Steven Aitchison,"“Never engage in gossip, it kills your soul, and wounds another’s heart”",9,"['gossip,', 'inspirational,', 'motivational']"
660,Suzy Kassem,“Sometimes we have to soak ourselves in the tears and fears of the past to water our future gardens.”,68,"['aging,', 'ambitions,', 'burden,', 'confront-fears,', 'dreams,', 'drive,', 'face-fear,', 'face-fears,', 'failure,', 'fear,', 'fears,', 'forget,', 'future,', 'gardens,', 'goals,', 'grief,', 'growing,', 'growth,', 'history,', 'improvement,', 'inspiration,', 'life,', 'life-philosophy,', 'living,', 'memory,', 'mindset,', 'motivation,', 'motivational,', 'pain,', 'past,', 'perseverance,', 'self-improvement,', 'strength,', 'success,', 'success-quotes,', 'suzy-kassem,', 'tears,', 'tomorrow,', 'wisdom,', 'wise']"
661,Patrick Ness,"“You be as angry as you need to be,"" she said. ""Don't let anyone tell you otherwise. Not your grandma, not your dad, no one. And if you need to break things, then by God, you break them good and hard.""",56,"['anger,', 'motivational']"
662,Anthony Robbins,"“A real decision is measured by the fact that you've taken a new action. If there's no action, you haven't truly decided.”",42,"['inspirational,', 'motivational,', 'success']"
663,Stephen Richards,“The difference between being mediocre and achieving excellence is you.”,41,"['law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
664,Stephen Richards,“A failure is always in the passenger seat in his or her life.”,39,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation,', 'worthy']"
665,Stacy Verdick Case,“Pursue your goal. Opinions be damned.”,35,"['goals,', 'inspirational,', 'motivational,', 'opinions,', 'self-realization']"
666,W.H. Murray The Scottish Himalayan Expedition,"“Until one is committed there is hesitancy, the chance to draw back, always ineffectiveness. Concerning all acts of initative or creation, there is one elementary truth...that the moment one definitely commits oneself, then Providence moves. too. All sorts of things occur to help one that would otherwise never have occurred. A whole stream of events issues from the decision, raising in ones's favor all manner of incidents and meetings and material assistance which no man would have believed would have come his way.",35,"['inspiration,', 'motivational']"
667,Steve Maraboli,"“At any given point you can release your greatest self. Don’t let anyone hold you back. Don’t let anyone dilute you. Don’t be peer pressured into being less than you are. People willing to dilute themselves for the sake of others is one of the great tragedies of our time. Stop letting others define and set the pace for your life. Get out there and be your best. Do your best. Live your best. Make every day count and you’ll see how exponentially more exciting, thrilling, successful, happy and full your life will be.”",33,"['dilute,', 'greatest-self,', 'inspirational,', 'life,', 'motivational,', 'peer-pressure,', 'success']"
668,Stephen Richards,"“A Master Jedi feels emotions, but they do not allow them to influence their reasoning. Yoda told Luke that he would know the good from the bad when he was 'calm, at peace.”",26,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
669,Arnold Schwarzenegger,"“The difference between those who adapted and those who didn't, Gorton said, was a willingness to totally commit.”",26,"['commitment,', 'fitness,', 'motivational,', 'politics']"
670,Sanhita Baruah,“You will never get everything in life but you will get enough.”,23,"['contentment,', 'enough,', 'everything,', 'faith,', 'feel-good,', 'future,', 'gift-of-life,', 'gifts-from-heaven,', 'happy,', 'inspirational,', 'life,', 'life-is-good,', 'love,', 'motivational,', 'move-on,', 'past,', 'present,', 'satisfaction,', 'smile']"
671,Stephen Richards,"“Certain situations need a Jedi-like approach. One of these is when you are in a strange environment, usually where you feel unsure of yourself. You would be surprised how, if you walk with confidence and meaning, people will see this as a mark of confidence, yet you are perhaps shaking inside but outwardly you have the gait of a confident Jedi Knight.”",22,"['confidence,', 'empowerment,', 'jedi,', 'motivational,', 'self-confidence,', 'self-help']"
672,Steve Maraboli,“It's not always what we don't know that gets in our way; sometimes it's what we think we know that keeps us from learning.”,19,"['inspirational,', 'knowledge,', 'learning,', 'life,', 'motivational,', 'success']"
673,Amit Kalantri,"“Music shouldn't be just a tune, it should be a touch.”",18,"['adage,', 'advertisement,', 'album,', 'alliterations,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'artist,', 'background-music,', 'background-score,', 'band,', 'book-writing,', 'catch-lines,', 'catchphrases,', 'characters,', 'concert,', 'creative-writing,', 'drums,', 'essay,', 'guitar,', 'inspirational,', 'instruments,', 'knowledge,', 'melody,', 'michael-jackson,', 'motivational,', 'movie,', 'movie-dialogue,', 'movies,', 'music,', 'music-director,', 'music-industry,', 'music-quotes,', 'musicians,', 'novel-writing,', 'philosophy,', 'playing,', 'pop,', 'proverbs,', 'public-speaking,', 'quotes,', 'rhetoric,', 'rock,', 'script,', 'script-writing,', 'scriptwriting,', 'singer,', 'singing,', 'song,', 'soul,', 'sound,', 'speech,', 'speechwriting,', 'story,', 'tag-lines,', 'touch,', 'tune,', 'vocal,', 'wisdom,', 'writing']"
674,Leonardo da Vinci,"“If the painter wishes to see beauties that charm him, it lies in his power to create them, and if he wishes to see monstrosities that are frightful, ridiculous, or truly pitiable, he is lord and God thereof.”",17,"['art,', 'beauty,', 'creativity,', 'motivational']"
675,E.A. Bucchianeri,"“When in doubt, throw doubt out and have a little faith....”",16,"['believe,', 'courage,', 'doubt,', 'doubts,', 'faith,', 'gadfly,', 'have-faith,', 'inspirational,', 'inspirational-attitude,', 'keep-faith,', 'keep-going,', 'keeping-the-faith,', 'motivational,', 'mustard-seed,', 'strength,', 'strength-through-adversity,', 'uncertainty']"
676,Santosh Avvannavar,“Love is perhaps the only emotions that is boundless”,16,"['inspirational-life,', 'motivational,', 'self-awareness']"
677,ياسر حارب,“ننامُ كثيرا أفلا نحلمُ قليلا”,15,['motivational']
678,Dr. C. Moorer,“One often has to do what they have to do in order to do what they want to do; however if you only do what you want to do then you will never do what you have to do!”,13,"['failure,', 'faith,', 'hope,', 'inspirational,', 'motivational,', 'promise,', 'success']"
679,Ogwo David Emenike,"“To be happy, you have to risk being unhappy.”",13,"['happiness,', 'happy,', 'inspirational,', 'motivational,', 'unhappiness,', 'unhappy']"
680,Sope Agbelusi,"“Remember diamonds are created under pressure so hold on, it will be your time to shine soon.”",13,"['diamond,', 'diamonds-in-the-rough,', 'hope,', 'hope-quotes,', 'hopeful-and-encouraging,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'knowledge,', 'life,', 'life-lessons,', 'motivational,', 'motivational-inspirational,', 'motivational-quotes,', 'patience-and-timing,', 'patience-quotes,', 'pressure,', 'quotes,', 'quotes-about-life,', 'quotes-to-live-by,', 'shine,', 'shine-your-light,', 'shine-your-light-quotes,', 'success,', 'truth']"
681,Amit Kalantri,"“Never stop acquiring the commonsense, it is as good as the knowledge.”",12,"['acquire,', 'acquiring,', 'alike,', 'amit-kalantri,', 'amit-kalantri-quotes,', 'as-good-as,', 'clever,', 'common-knowledge,', 'common-sense,', 'common-sense-quotes,', 'commonsense,', 'comparable,', 'compare,', 'comparison,', 'distinguish,', 'general-sense,', 'genius,', 'geniuses,', 'human,', 'humans,', 'indifferentiable,', 'indistinguishable,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'knowledge,', 'knowledge-quotes,', 'knowledgeable,', 'motivation,', 'motivational,', 'motivational-quotes,', 'never,', 'never-quotes,', 'philosophy,', 'same,', 'similar,', 'stop,', 'stopping,', 'wisdom,', 'wisdom-quotes']"
682,Jesikah Sundin,“Feelings are real. They often become one’s reality. But they are not always based on truth.”,8,"['elements,', 'feelings,', 'fillion,', 'jesikah-sundin,', 'leaf,', 'motivational,', 'reality,', 'self-image,', 'self-worth,', 'the-biodome-chronicles,', 'truth,', 'worth']"
683,Dave Pelzer,"“Whatever you do, do something positive.”",8,"['inspirational,', 'motivational,', 'positive']"
