,Author,Quotes,Likes,Tags
509,Jess C Scott,"“A fit, healthy body—that is the best fashion statement”",1026,"['beauty', 'body', 'body-image', 'culture', 'dance', 'dancer', 'desire', 'fashion', 'fitness', 'food', 'food-for-thought', 'friendship', 'funny', 'girl', 'health', 'healthy', 'hip-hop', 'honesty', 'humor', 'humour', 'imagination', 'individuality', 'life', 'love', 'lust-for-life', 'music', 'novel', 'passion', 'reality', 'relationships', 'self', 'sex', 'truth', 'wisdom', 'young', 'young-adult', 'young-adult-fiction', 'young-adult-literature', 'young-adult-novels', 'young-adults', 'youth']"
510,Neil Gaiman Terry Pratchett,"“Many people, meeting Aziraphale for the first time, formed three impressions: that he was English, that he was intelligent, and that he was gayer than a treeful of monkeys on nitrous oxide.”",1232,['humor']
511,Terry Pratchett,“The presence of those seeking the truth is infinitely to be preferred to the presence of those who think they've found it.”,1128,['humor']
512,Oscar Wilde,“I always pass on good advice. It is the only thing to do with it. It is never of any use to oneself.”,1115,"['advice', 'epigram', 'humor']"
513,Bill Watterson,“We're so busy watching out for what's just ahead of us that we don't take time to enjoy where we are.”,1081,"['enjoy-life', 'humor', 'live-in-the-moment']"
514,Søren Kierkegaard,"“Marry, and you will regret it; don’t marry, you will also regret it; marry or don’t marry, you will regret it either way. Laugh at the world’s foolishness, you will regret it; weep over it, you will regret that too; laugh at the world’s foolishness or weep over it, you will regret both. Believe a woman, you will regret it; believe her not, you will also regret it… Hang yourself, you will regret it; do not hang yourself, and you will regret that too; hang yourself or don’t hang yourself, you’ll regret it either way; whether you hang yourself or do not hang yourself, you will regret both. This, gentlemen, is the essence of all philosophy.”",1062,"['humor', 'life', 'regret']"
515,Cicero. M Tullius,"“Times are bad. Children no longer obey their parents, and everyone is writing a book.”",1038,['humor']
516,Mark Twain,"“When we remember we are all mad, the mysteries disappear and life stands explained.”",1034,['humor']
517,Socrates,"“The children now love luxury; they have bad manners, contempt for authority; they show disrespect for elders and love chatter in place of exercise. Children are now tyrants, not the servants of their households. They no longer rise when elders enter the room. They contradict their parents, chatter before company, gobble up dainties at the table, cross their legs, and tyrannize their teachers.”",1027,"['humor', 'teachers', 'teens']"
518,Aleister Crowley,"“I'm a poet, and I like my lies the way my mother used to make them.”",1027,"['humor', 'humour']"
519,Woody Allen,"“I just can't listen to any more Wagner, you know...I'm starting to get the urge to conquer Poland.”",1017,"['absurd', 'humor', 'music']"
520,James Patterson,"“I feel like, like pudding,"" Iggy groaned. ""Pudding with nerve endings. Pudding in great pain.”",1008,"['action', 'humor', 'pudding']"
521,Taylor Swift,"“If you're horrible to me, I'm going to write a song about it, and you won't like it. That's how I operate.”",1007,"['bullying', 'humor', 'inspirational', 'people', 'song', 'song-writing', 'taylor-swift']"
522,James Patterson,"“He could totally be your boyfriend,"" [Angel] went on with annoying persistance. ""You guys could get married. I could be like a junior bridesmaid. Total could be your flower dog.""",996,"['angel', 'fang', 'humor', 'love', 'marriage', 'max', 'maxride', 'relationships']"
523,Michelle Hodkin,"“Wait,"" I said as Noah slipped a book from a shelf and headed toward the door. ""Where are you going?""",996,"['couples', 'humor', 'mara-dyer', 'noah-shaw', 'sexy', 'ya']"
524,J.K. Rowling,"“What's that?"" he snarled, staring at the envelope Harry was still clutching in his hand. ""If it's another form for me to sign, you've got another -""",995,"['dursley', 'godfather', 'harry-potter', 'humor', 'sirius-black']"
525,Cassandra Clare,"“I can only assume,"" said Jace, ""that mortal emotions amuse you because you have none of your own.”",992,"['humor', 'insult', 'jace-wayland']"
526,J.K. Rowling,“By all means continue destroying my possessions. I daresay I have too many.”,989,['humor']
527,Allyson Braithwaite Condie,"“Isn't it funny how the memories you cherish before a breakup can become your worst enemies afterwards? The thoughts you loved to think about, the memories you wanted to hold up to the light and view from every angle--it suddenly seems a lot safer to lock them in a box, far from the light of day and throw away the key. It's not an act of bitterness. It's an act if self-preservation. It's not always a bad idea to stay behind the window and look out at life instead, is it?”",986,"['allyson-braithwaite-condie', 'box', 'breakup', 'church', 'day', 'first', 'humor', 'lockup', 'love', 'memories', 'novel', 'pain', 'religion', 'romance']"
528,Lemony Snicket,"“A passport, as I'm sure you know, is a document that one shows to government officials whenever one reaches a border between two countries, so that the official can learn who you are, where you were born, and how you look when photographed unflatteringly.”",985,"['humor', 'passports']"
529,Groucho marx,"“If a black cat crosses your path, it signifies that the animal is going somewhere.”",985,"['humor', 'superstition']"
530,Rick Riordan,"“I turned to Dionysus. ""You cured him?""",980,"['dionysus', 'humor', 'madness', 'nice', 'percy-jackson', 'sarcasm']"
531,Paul McCartney,“I used to think anyone doing anything weird was weird. Now I know that it is the people that call others weird that are weird.”,979,"['beatles', 'humor', 'music', 'nonjudgemental']"
532,Groucho Marx,"“Well, art is art, isn't it? Still, on the other hand, water is water! And east is east and west is west and if you take cranberries and stew them like applesauce they taste much more like prunes than rhubarb does. Now, uh... now you tell me what you know.”",970,"['art', 'humor']"
533,Tim Burton,"“Everything in this room is edible. Even I'm edible. But, that would be called canibalism. It is looked down upon in most societies.”",967,"['gastronomy', 'gluttony', 'humor', 'manners']"
534,Conan O'Brien,“A study in the Washington Post says that women have,965,"['humor', 'men', 'women']"
535,Rick Riordan,"“Before I could figure out how to apologize for being such an idiot, she tackled me with a hug, then pulled away just as quickly. ""I'm glad you're not a guinea pig.""",962,['humor']
536,Rick Riordan,“I said hello to the poodle.”,961,"['humor', 'mythology', 'pets']"
537,Rick Riordan,"“Two hundred Romans, and no one’s got a pen? Never mind!""",959,"['ares', 'frank-zhang', 'heroes-of-olympus', 'humor', 'mars', 'percy-jackson', 'son-of-neptune', 'transformation']"
538,Douglas Adams,"“What to do if you find yourself stuck in a crack in the ground underneath a giant boulder you can't move, with no hope of rescue. Consider how lucky you are that life has been good to you so far. Alternatively, if life hasn't been good to you so far, which given your current circumstances seems more likely, consider how lucky you are that it won't be troubling you much longer.”",956,"['bright-side', 'dying', 'humor', 'survival']"
539,James Patterson,"“What happened to your tan?""--Fang",947,"['humor', 'maxride']"
540,Mark Twain,"“Adam was but human—this explains it all. He did not want the apple for the apple's sake, he wanted it only because it was forbidden. The mistake was in not forbidding the serpent; then he would have eaten the serpent.”",981,"['censorship', 'fallibility', 'humor', 'sin']"
541,George Carlin,"“If it’s true that our species is alone in the universe, then I’d have to say the universe aimed rather low and settled for very little.”",975,"['humanity', 'humor', 'humour', 'perspective', 'philosophie']"
542,Neil Gaiman,"“I know that David Tennant's Hamlet isn't till July. And lots of people are going to be doing Dr Who in Hamlet jokes, so this is just me getting it out of the way early, to avoid the rush...",969,"['david-tennant', 'doctor-who', 'hamlet', 'humor', 'shakespeare', 'to-be-or-not-to-be']"
543,Terry Pratchett,“...inside every old person is a young person wondering what happened.”,965,"['ageing', 'humor']"
544,Graham Greene,"“You know what the fellow said – in Italy, for thirty years under the Borgias, they had warfare, terror, murder and bloodshed, but they produced Michelangelo, Leonardo da Vinci and the Renaissance. In Switzerland, they had brotherly love, they had five hundred years of democracy and peace – and what did that produce? The cuckoo clock.”",961,"['humor', 'sinister']"
545,William Goldman,“Cynics are simply thwarted romantics.”,955,"['cynics', 'humor', 'life', 'romantics', 'writing']"
546,Darynda Jones,“Never knock on death's door. Ring the doorbell then run. He totally hates that.,955,"['humor', 'humour']"
547,Lemony Snicket,"“Sometimes, just saying that you hate something, and having someone agree with you, can make you feel better about a terrible situation.”",946,['humor']
548,Joseph Heller,"“There was only one catch and that was Catch-22, which specified that a concern for one's safety in the face of dangers that were real and immediate was the process of a rational mind. Orr was crazy and could be grounded. All he had to do was ask; and as soon as he did, he would no longer be crazy and would have to fly more missions. Orr would be crazy to fly more missions and sane if he didn't, but if he was sane he had to fly them. If he flew them he was crazy and didn't have to; but if he didn't want to he was sane and had to. Yossarian was moved very deeply by the absolute simplicity of this clause of Catch-22 and let out a respectful whistle.",944,"['catch', 'humor']"
549,Rick Riordan,"“Jeez, Hazel,"" Percy said, ""tell your horse to watch his language.""",944,"['cussing', 'horse', 'humor']"
550,James Dashner,"“Shouldn't someone give a pep talk or something?"" Minho asked, pulling Thomas's attention away from Alby.",942,"['humor', 'humour']"
551,Bill Watterson,“Who was the guy who first looked at a cow and said 'I think I’ll drink whatever comes out of these when I squeeze ’em?”,941,['humor']
552,Suzanne Collins,"“The idea of being strong for someone else having never entered their heads, I find myself in the position of having to console them. Since I'm the person going in to be slaughtered, this is somewhat annoying.”",938,"['death', 'gallows-humor', 'humor', 'pique']"
553,Eoin Colfer,"“If you were me, then I'd be you, and if I were you, then I'd hide somewhere far away.”",933,['humor']
554,F. Scott Fitzgerald,"“Every one suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known.”",931,"['humor', 'virtue']"
555,Suzanne Collins,"“No. Now, shut up and eat your pears.”",928,"['humor', 'katniss', 'peeta']"
556,Abraham Lincoln,"“If I were two-faced, would I be wearing this one?”",927,['humor']
557,steve martin,"“I believe that sex is one of the most beautiful, natural, wholesome things that money can buy.”",917,"['humor', 'prostitution', 'sex']"
558,R. A. Salvatore,“Sane is boring.”,909,"['boring', 'crazy', 'forgotten-realms', 'funny', 'humor', 'jarlaxle', 'salvatore', 'sane', 'servant-of-the-shard']"
559,Mercedes Lackey,"“If I'm walking on thin ice, I might as well dance my way across.”",908,['humor']
560,Winston S. Churchill,“Attitude is a little thing that makes a big difference.”,907,"['attitude', 'humor', 'inspirational']"
561,Rick Riordan,"“I felt like one of Apollo's sacred cows- slow, dumb, and bright red.”",905,"['humor', 'simile']"
562,Jess C. Scott,"“I felt like an animal, and animals don’t know sin, do they?”",905,"['body', 'cool', 'desire', 'erotic', 'erotica', 'funny', 'girl', 'honesty', 'humor', 'humour', 'incest', 'love', 'lust', 'passion', 'relationships', 'romance', 'sex', 'sexuality', 'sister', 'taboo', 'truth', 'wisdom']"
563,Joss Whedon,“Humor keeps us alive. Humor and food. Don't forget food. You can go a week without laughing.”,901,"['food', 'humor', 'survival', 'wit']"
564,Julie Kagawa,"“Bravo,"" said Grimalkin, peering down from Cold Tom's chest. ""The Winter prince and Oberon's jester agreeing on something. The world must be ending.”",897,['humor']
565,Terry Pratchett,"“If there was anything that depressed him more than his own cynicism, it was that quite often it still wasn't as cynical as real life.”",892,"['cynicism', 'humor', 'life']"
566,Suzanne Collins,"“Look, if you wanted to be babied you should have asked Peeta.”",889,['humor']
567,Stephanie Perkins,"“Soap?""",887,"['anna', 'humor']"
568,Cassandra Clare,"“Where's Simon?"" Clary interrupted.",882,"['humor', 'rat', 'simon-lewis', 'transformation']"
569,James Patterson,"“Max, you're the last of the hybrids who still has...a soul.' ... 'She doesn't have soul,' Gazzy scoffed. 'Have you ever seen her dance?”",851,"['humor', 'maximum-ride']"
570,Winston S. Churchill,“Don't interrupt me while I'm interrupting.”,955,['humor']
571,ZORA NEALE HURSTON,"“Sometimes, I feel discriminated against, but it does not make me angry. It merely astonishes me. How",954,"['discrimination', 'humor', 'self-assurance', 'self-worth']"
572,Charlie Chaplin,“A man's true character comes out when he's drunk.”,929,"['character', 'drunk', 'humor', 'people', 'truth']"
573,P.G. Wodehouse,"“He had just about enough intelligence to open his mouth when he wanted to eat, but certainly no more.”",899,"['classic-insult', 'humor', 'intelligence', 'people', 'stupidity']"
574,Roald Dahl,"“Grown ups are complicated creatures, full of quirks and secrets.”",897,"['childhood', 'children', 'humor']"
575,Jerry Seinfeld,“Sometimes the road less traveled is less traveled for a reason”,895,['humor']
576,Erma Bombeck,"“There is a thin line that separates laughter and pain, comedy and tragedy, humor and hurt.”",894,"['comedy', 'humor', 'hurt', 'laughter', 'pain', 'tragedy']"
577,Sir Arthur Conan Doyle,“The love of books is among the choicest gifts of the gods.”,890,"['books', 'humor']"
578,Diana Wynne Jones,“You must admit I have a right to live in a pigsty if I want.”,882,"['humor', 'mess', 'pigsty']"
579,Isaac Asimov,“Those people who think they know everything are a great annoyance to those of us who do.”,879,['humor']
580,Woody Allen,“I took a test in Existentialism. I left all the answers blank and got 100.”,876,"['existentialism', 'humor', 'uncertainty']"
581,Chelsea Handler,“There are two kinds of people I don't trust: people who don't drink and people who collect stickers.”,873,"['alcohol', 'drinking', 'drinks', 'humor']"
582,Kurt Vonnegut,"“Maturity is a bitter disappointment for which no remedy exists, unless laughter could be said to remedy anything.”",872,"['disillusionment', 'growing-up', 'humor']"
583,Cassandra Clare,"“Well,” Tessa said, sighting along the line of the knife, “you behave as if you dislike me. In fact, you behave as if you dislike us all.”",871,['humor']
584,Rick Riordan,"“Blackjack,"" Percy said, ""this is Piper and Jason. They're friends.""",870,"['blackjack', 'donuts', 'flying-horses', 'heroes-of-olympus', 'humor', 'jason-grace', 'percy-jackson', 'percy-jackson-and-the-olympians', 'piper-mclean', 'the-mark-of-athena']"
585,Terry Pratchett,“We who think we are about to die will laugh at anything.”,867,"['death', 'gallows-humor', 'humor', 'laughing']"
586,Mae West,“I never worry about diets. The only carrots that interest me are the number you get in a diamond.”,867,"['diamonds', 'diets', 'humor']"
587,Steven Wright,“I just got out of the hospital. I was in a speed reading accident. I hit a book mark and flew across the room.”,864,"['books', 'humor']"
588,J.K. Rowling,"“Great, tell me when you've defeated Voldemort for me, will you?”",864,"['harry-potter', 'humor']"
589,Douglas Adams,“One of the things Ford Prefect had always found hardest to understand about humans was their habit of continually stating and repeating the very very obvious.”,858,"['humans', 'humor', 'interesting']"
590,David Sedaris,“We were not a hugging people. In terms of emotional comfort it was our belief that no amount of physical contact could match the healing powers of a well made cocktail.”,857,"['affection', 'alcohol', 'drinking', 'emotion', 'humor']"
591,J.K. Rowling,“So why in the name of Merlin’s saggy left —”,854,"['epithet', 'harry-potter', 'humor', 'ron-weasley']"
592,Rick Riordan,“Delaying death is one of my favorite hobbies”,851,"['attacked', 'death', 'delaying', 'humor', 'leo', 'the-mark-of-athena']"
593,Cassandra Clare,"“Look on the bright side,"" said Simon, ""If they need a human sacrifice, you can always offer me. I'm not sure the rest of you qualify anyway.”",846,"['city-of-ashes', 'humor', 'optimism', 'quip', 'simon-lewis']"
594,محمد عفيفي,“أحيانا أميل إلى قراءة الكتابات الخرافية، بالأمس عكفت ساعة على قراءة ميثاق حقوق الإنسان”,838,['humor']
595,Kristin Cashore,"“What are you grinning at?"" Katsa demanded for the third or fourth time. ""Is the ceiling about to cave in on my head or something? You look like we're both on the verge of an enormous joke.""",833,['humor']
596,Dr. Seuss,“It has often been said,832,"['humor', 'writing']"
597,Cassandra Clare,"“Then you're aping him. Valentine was one of the most arrogant and disrespectful men I've ever met. I suppose he brought you up to be just like him.""",822,"['humor', 'jace-wayland']"
598,Michelle Hodkin,"“You could start a fire with the heat between you two.""",817,"['couples', 'humor', 'mara-dyer', 'ya']"
599,Richelle Mead,"“It's okay,"" I said soothingly. ""You're just getting your stride back. Once you're up to full power, I'll go crack a rib or something so we can test it.""",788,"['humor', 'hurt']"
600,Terry Pratchett,“This book was written using 100% recycled words.”,963,"['conservation', 'environmentalism', 'humor']"
601,Michel de Montaigne,“I quote others only in order the better to express myself.”,908,"['expression', 'humor', 'irony', 'quoting', 'truth']"
602,Douglas Adams,"“He attacked everything in life with a mix of extraordinary genius and naive incompetence, and it was often difficult to tell which was which.”",896,['humor']
603,Terry Pratchett,"“Aziraphale collected books. If he were totally honest with himself he would have to have admitted that his bookshop was simply somewhere to store them. He was not unusual in this. In order to maintain his cover as a typical second-hand book seller, he used every means short of actual physical violence to prevent customers from making a purchase. Unpleasant damp smells, glowering looks, erratic opening hours - he was incredibly good at it.”",877,"['books', 'humor']"
604,Albert Camus,"“If something is going to happen to me, I want to be there.”",875,"['fiction', 'humor']"
605,J.K. Rowling,“Alas! Earwax!”,855,"['dumbledore', 'humor']"
606,Charles Schultz,“Try not to have a good time...this is supposed to be educational.”,833,"['education', 'humor']"
607,George Carlin,"“I think the warning labels on alcoholic beverages are too bland. They should be more vivid. Here is one I would suggest: ""Alcohol will turn you into the same asshole your father was.”",828,"['alcohol', 'funny', 'humor', 'laugh', 'warning-labels']"
608,rick riordan,"“I'm the Super-sized McShizzle, man!"" Leo said. ""I'm Leo Valdez, bad boy supreme. And the ladies",824,"['bad-boy', 'humor', 'leo-valdez', 'narissus', 'nymphs']"
609,Arthur Schopenhauer,“The person who writes for fools is always sure of a large audience.”,823,"['audiences', 'folly', 'fools', 'humor', 'readership', 'writing']"
610,Marjane Satrapi,"“In life you'll meet a lot of jerks. If they hurt you, tell yourself that it's because they're stupid. That will help keep you from reacting to their cruelty. Because there is nothing worse than bitterness and vengeance... Always keep your dignity and be true to yourself.”",822,"['humor', 'memoir', 'young_adult']"
611,Bill Hicks,"“They lie about marijuana. Tell you pot-smoking makes you unmotivated. Lie! When you're high, you can do everything you normally do just as well — you just realize that it's not worth the fucking effort. There is a difference.”",821,"['drugs', 'humor']"
612,J.K. Rowling,“It unscrews the other way.”,814,['humor']
613,Alice Roosevelt Longworth,“If you haven't got anything nice to say about anybody come sit next to me.”,813,"['gossip', 'humor', 'slander']"
614,Soren Kierkegaard,“A fire broke out backstage in a theatre. The clown came out to warn the public; they thought it was a joke and applauded. He repeated it; the acclaim was even greater. I think that's just how the world will come to an end: to general applause from wits who believe it's a joke.”,812,['humor']
615,Cassandra Clare,“I'm sorry. I use my rapier wit to hide my inner pain.”,808,"['defense-mechanism', 'humor', 'sarcasm']"
616,Rick Riordan,"“You're a stalker with hooves.""",808,"['grover-underwood', 'humor', 'percy-jackson', 'stalker']"
617,William Goldman,"“I am your Prince and you will marry me,"" Humperdinck said.",804,"['funny', 'humor', 'marriage']"
618,Rick Riordan,"“What about a compromise? I’ll kill them first, and if it turns out they were friendly, I’ll apologize.”",802,"['coach-hedge', 'funny', 'humor']"
619,Libba Bray,“I should never be left alone with my mind for too long.”,796,"['blog-post', 'humor', 'insanity']"
620,J.K. Rowling ,"“Nobody's ever asked me to a party before, as a friend. Is that why you dyed your eyebrow, for the party? Should I do mine too?”",794,"['humor', 'party']"
621,Joss Whedon,"“Write it. Shoot it. Publish it. Crochet it, sauté it, whatever. MAKE.”",791,"['action', 'creating', 'humor', 'inspirational']"
622,Harlan Ellison,“The two most common elements in the universe are Hydrogen and stupidity.”,788,"['humor', 'stupidity']"
623,Tom Robbins,“Who knows how to make love stay?,787,"['humor', 'love']"
624,Warren Ellis,"“Did you ever want to set someone's head on fire, just to see what it looked like? Did you ever stand in the street and think to yourself, I could make that nun go blind just by giving her a kiss? Did you ever lay out plans for stitching babies and stray cats into a Perfect New Human? Did you ever stand naked surrounded by people who want your gleaming sperm, squirting frankincense, soma and testosterone from every pore? If so, then you're the bastard who stole my drugs Friday night. And I'll find you. Oh, yes.”",786,"['character-defining', 'comics', 'humor']"
625,Joss Whedon,“You're going to burn in a very special level of hell. A level they reserve for child molesters and people who talk at the theater.”,780,"['humor', 'malediction']"
626,Douglas Adams,"“If I ever meet myself,' said Zaphod, 'I'll hit myself so hard I won't know what's hit me.”",779,"['humor', 'zaphod-beeblebrox']"
627,Terry Pratchett,“Do you think it's possible for an entire nation to be insane?”,778,"['humor', 'insanity', 'religion', 'war']"
628,Veronica Roth,“What is it with you today?” says Christina on the way to breakfast. Her eyes are still,775,"['christina', 'humor', 'tris']"
629,Rick Riordan,"“The Council agrees,"" Zeus said. ""Percy Jackson, you will have one gift from the gods.""",774,"['ares', 'humor', 'percy-jackson', 'poseidon', 'zeus']"
630,Lemony Snicket,“This is my knife. It is very sharp and very eager to hurt you.”,1146,['humor']
631,Ellen DeGeneres,"“Procrastinate now, don't put it off.”",872,"['humor', 'paradox', 'procrastination']"
632,Lewis Carroll,"“Take some more tea,"" the March Hare said to Alice, very earnestly.",836,"['humor', 'less', 'more', 'nonsense', 'tea']"
633,Stephen Fry,"“It's now very common to hear people say, 'I'm rather offended by that.' As if that gives them certain rights. It's actually nothing more... than a whine. 'I find that offensive.' It has no meaning; it has no purpose; it has no reason to be respected as a phrase. 'I am offended by that.' Well, so fucking what.""",833,"['censorship', 'free-speech', 'humor', 'libel', 'offense', 'philosophical', 'politics', 'sarcasm', 'slander', 'wisdom']"
634,Dorothy Parker,"“That would be a good thing for them to cut on my tombstone: Wherever she went, including here, it was against her better judgment.”",822,"['epitaph', 'humor', 'the-new-yorker']"
635,Lily Tomlin,“When I was growing up I always wanted to be someone. Now I realize I should have been more specific.”,812,"['funny', 'goals-in-life', 'humor', 'inspirational', 'wish']"
636,Douglas Adams,“He hoped and prayed that there wasn't an afterlife. Then he realized there was a contradiction involved here and merely hoped that there wasn't an afterlife.”,801,"['humor', 'paradox', 'religion']"
637,Terry Pratchett,"“This isn't life in the fast lane, it's life in the oncoming traffic.”",796,"['humor', 'life']"
638,John Barrowman,“I've always thought people would find a lot more pleasure in their routines if they burst into song at significant moments.”,794,"['bollywood', 'happiness', 'humor', 'music']"
639,Douglas Adams,"“It can hardly be a coincidence that no language on earth has ever produced the expression, 'As pretty as an airport.”",789,"['airports', 'humor', 'travel']"
640,Oliver Goldsmith,"“Ask me no questions, and I'll tell you no fibs.”",786,"['ask', 'humor', 'lies', 'questions', 'sarcasm', 'wit', 'witty']"
641,Bill Watterson,"“When life gives you lemons, chunk it right back.”",780,"['calvin-and-hobbes', 'funny', 'humor', 'lemons', 'life']"
642,Terry Pratchett,“Always be wary of any helpful item that weighs less than its operating manual.”,763,['humor']
643,Rick Riordan,"“This is Leo. I'm the... What's my title? Am I like, admiral, or captain, or...""",758,"['humor', 'leo-valdez', 'piper-mclean']"
644,They Might Be Giants,“No one in the world gets what they want and that is beautiful.”,754,"['humor', 'pessimistic', 'they-might-be-giants', 'tmbw']"
645,Rick Riordan,“You sneaked into my cabin?”,754,"['annabeth-chase', 'coach-hedge', 'heroes-of-olympus', 'humor', 'percy-jackson', 'percy-jackson-and-the-olympians', 'romance', 'sneaking-out', 'the-mark-of-athena']"
646,Douglas Adams,"“I don't accept the currently fashionable assertion that any view is automatically as worthy of respect as any equal and opposite view. My view is that the moon is made of rock. If someone says to me 'Well, you haven't been there, have you? You haven't seen it for yourself, so my view that it is made of Norwegian Beaver Cheese is equally valid' - then I can't even be bothered to argue. There is such a thing as the burden of proof, and in the case of god, as in the case of the composition of the moon, this has shifted radically. God used to be the best explanation we'd got, and we've now got vastly better ones. God is no longer an explanation of anything, but has instead become something that would itself need an insurmountable amount of explaining. So I don't think that being convinced that there is no god is as irrational or arrogant a point of view as belief that there is. I don't think the matter calls for even-handedness at all.”",752,"['atheism', 'belief', 'burden-of-proof', 'explanation', 'humor', 'interview', 'science']"
647,Rowena Cherry,“Carpe Scrotum. Seize life by the testicles”,752,"['futuristic', 'humor', 'knight-s-fork', 'romance', 'rowena-cherry']"
648,Peter Ustinov,"“I imagine hell like this: Italian punctuality, German humour and English wine.”",751,"['culture', 'hell', 'humor', 'humour', 'stereotypes']"
649,Oscar Wilde,“One should always be in love. That's the reason one should never marry.”,751,"['humor', 'love', 'marriage']"
650,Mikhail Bulgakov,"“Everything will turn out right, the world is built on that.”",749,"['humor', 'inspirational', 'satan']"
651,Richelle Mead,"“Relax, having kids is years away. But can you imagine? Your brains, my charm, our collective good looks... then add in the usual physical abilities dhampirs get.",749,"['adrian-ivashkov', 'babies', 'bloodlines', 'future', 'humor', 'offspring', 'otp', 'richelle-mead', 'sydney-sage', 'sydrian', 'the-fiery-heart']"
652,Roald Dahl,“Do you know what breakfast cereal is made of? It's made of all those little curly wooden shavings you find in pencil sharpeners!”,744,"['food', 'humor']"
653,Neil Gaiman,"“How do I know you'll keep your word?"" asked Coraline.",743,"['dark', 'humor', 'mothers']"
654,Rick Riordan,"“Reyna sent me to get Percy,"" Frank said. ""Did Octavian accept you?""",743,"['humor', 'panda-pillow-pets']"
655,Ray Bradbury,"“A good night sleep, or a ten minute bawl, or a pint of chocolate ice cream, or all three together, is good medicine.”",742,['humor']
656,Becca Fitzpatrick,"“Fine! I'll throw on some clothes. Turn around. I'm in my pj's""",739,"['humor', 'nora-grey', 'scott']"
657,J. K. Rowling,"“Everybody finished the song at different times. At last, only the Weasley twins were left singing along to a very slow funeral march.”",738,['humor']
658,Ringo Starr,“,728,"['america', 'beatles', 'geography', 'greenland', 'humor', 'media', 'wordplay']"
659,Rachel Hawkins,"“I heard the man and woman cry a warning as I frantically racked my brain for some sort of throat-repairing spell, which I was clearly about to need. Of course the only words that I actually managed to yell at the werewolf as he ran at me were, 'BAD DOG!'",705,"['dog', 'hex-hall', 'humor', 'rachel-hawkins', 'spell', 'werewolf', 'witch']"
660,Bill Hicks,"“I'm tired of this back-slappin' ""isn't humanity neat"" bullshit. We're a virus with shoes.”",876,"['humor', 'humour', 'misanthropy']"
661,Cassandra Clare,"“Take off your shirt.""",839,"['cassandra-clare', 'city-of-lost-souls', 'clary-fray', 'funny', 'humor', 'jace-lightwood', 'jace-wayland', 'naked-chest', 'shirt', 'swooning', 'the-mortal-instruments']"
662,Albert Einstein,"“Student: Dr. Einstein, Aren't these the same questions as last year's [physics] final exam?",835,"['humor', 'science']"
663,George Carlin,“How is it possible to have a civil war?”,798,"['euphemism', 'funny', 'humor', 'terminology', 'war']"
664,Mark Twain,“Eat a live frog first thing in the morning and nothing worse will happen to you the rest of the day.”,768,['humor']
665,Winston S. Churchill,"“An appeaser is one who feeds a crocodile, hoping it will eat him last.”",765,"['appeasement', 'human', 'humor', 'nature', 'politics']"
666,Neil Gaiman,"“Everybody going to be dead one day, just give them time.”",742,"['death', 'humor', 'mortality', 'patience']"
667,Colleen Hoover,“You wanted to lick my face the first time you saw me? Is that usually what you do when you’re attracted to guys?”,735,['humor']
668,Charlaine Harris,“It's probably a bad indicator of your lifestyle when you miss your ex-boyfriend because he's absolutely lethal.”,731,"['dating', 'humor', 'relationships', 'vampire']"
669,Maggie Stiefvater,"“Fate,"" Blue replied, glowering at her mother, ""is a very weighty word to throw around before breakfast.”",726,"['fate', 'humor']"
670,Woody Allen,"“If Jesus came back and saw what was being done in his name, he'd never stop throwing up.”",723,"['christian-behavior', 'humor', 'organized-religion', 'religion', 'woody-allen']"
671,David Sedaris,"“As a child I assumed that when I reached adulthood, I would have grown-up thoughts.”",720,"['adulthood', 'humor']"
672,Rick Riordan,"“Poison!"" Grover yelped. ""Don't let those things touch you or...""",718,"['dust', 'humor', 'poison', 'shrivel', 'swords']"
673,Johnny Depp,“I try to stay in a constant state of confusion just because of the expression it leaves on my face.”,716,"['confusion', 'humor']"
674,J.K. Rowling,"“The Death Eaters can't all be pure-blood, there aren't enough pure-blood wizards left,"" said Hermione stubbornly. ""I expect most of them are half-bloods pretending to be pure. It's only Muggle-borns they hate, they'd be quite happy to let you and Ron join up""",713,"['blood-traitors', 'death-eaters', 'funny', 'humor', 'muggle-born', 'muggles', 'wizards']"
675,Richelle Mead,"“A gun. I had been brought down by a gun. It was practically comical. Cheaters, I thought.”",713,"['humor', 'rose-hathaway']"
676,Lenny Bruce,“There are never enough 'I love you's.”,712,"['humor', 'inspiration']"
677,Georgette Heyer,"“You're only a man! You've not our gifts! I can tell you! Why, a woman can think of a hundred different things at once, all them contradictory!”",711,"['humor', 'men', 'thoughts', 'women']"
678,Kurt Cobain,"“Practice makes perfect, but nobody's perfect, so why practice?”",710,"['cobain', 'humor', 'kurt', 'nirvana', 'perfect', 'practic']"
679,Dorothy Parker,“Brevity is the soul of lingerie.”,705,"['humor', 'lingerie', 'wordplay']"
680,Lemony Snicket,“They're book addicts.”,702,"['books', 'humor', 'reading']"
681,Rick Riordan,"“Erre es korakas, Blinky!"" Dionysus cursed. ""I will have your soul!”",699,"['dionysus', 'humor', 'olympians']"
682,William Goldman,"“The Queen's Pride was his ship, and he loved her. (That was the way his sentences always went: It is raining today and I love you. My cold is better and I love you. Say hello to Horse and I love you. Like that.)”",694,"['fiction', 'humor', 'love']"
