,Author,Quotes,Likes,Tags
1026,The Philosopher Hakim Orod Bozorg Khorasani,“The bloody feathers of the worthy are the face and voice of the freedom of the future people.”,33,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1027,The Philosopher Hakim Orod Bozorg Khorasani,"“Poor land whose heroes are dead, and they have become so backward that they sacrifice their living heroes to the names of the dead.”",33,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1028,The Philosopher Hakim Orod Bozorg Khorasani,"“There have been many great people, and after that, they will come a thousand times bigger than them. The world is moving and people are constantly learning from the experience of the past, so no doubt at any time and period, people bigger than before will step on the field.”",33,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1029,The Philosopher Hakim Orod Bozorg Khorasani,"“It is horrible and disgusting that in some lands, the war over the dead is much more than recognizing and honoring the living.”",33,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1030,The Philosopher Hakim Orod Bozorg Khorasani,"“Life begins with being, and ends with Becoming.”",33,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1031,The Philosopher Hakim Orod Bozorg Khorasani,"“Don't be afraid of the end, because every end has a beginning.”",33,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1032,The Philosopher Hakim Orod Bozorg Khorasani,“Do not devalue freedom with suffixes and prefixes.”,32,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1033,The Philosopher Hakim Orod Bozorg Khorasani,"“Developed or developing countries have myths (heroes) alive, and backward countries have myths dead or fables.”",32,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1034,The Philosopher Hakim Orod Bozorg Khorasani,“The opinion of the majority can never ignore or hide the rights of the minority. The majority must provide a space for peace and development for the minority.”,31,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1035,The Philosopher Hakim Orod Bozorg Khorasani,“Freedom is not just for us.”,31,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1036,The Philosopher Hakim Orod Bozorg Khorasani,"“Freedom, without self-sacrifice, is inefficient and powerless.”",31,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1037,The Philosopher Hakim Orod Bozorg Khorasani,"“From Orod's point of view, freedom is fueled by the growing dynamism of public culture, and this requires honest, free and knowledgeable media.”",31,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1038,The Philosopher Hakim Orod Bozorg Khorasani,"“Freedom has not been offered to any land. To have freedom, you have to deserve it.”",31,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1039,The Philosopher Hakim Orod Bozorg Khorasani,“The tree of freedom does not take root without public belief and support.”,31,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1040,The Philosopher Hakim Orod Bozorg Khorasani,"“What do you want from the bones of dead celebrities? Indeed, if you take the time to honor the living, you will have a much, much more prosperous and growing country.”",31,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1041,The Philosopher Hakim Orod Bozorg Khorasani,"“Orod has repeatedly said that being satisfied with myths and dead scientists means ignoring living scientists. When I see some people trying to make a scientific model for the living from the dead, my whole being collapses. The only way to increase development is to replace the glorification of the dead with a culture of honoring the living.”",31,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1042,The Philosopher Hakim Orod Bozorg Khorasani,“Freedom of expression eventually eliminates corruption and leads to the growth of a land.”,30,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1043,The Philosopher Hakim Orod Bozorg Khorasani,“Freedom is a leading culture for progress and development.”,30,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1044,The Philosopher Hakim Orod Bozorg Khorasani,“Freedom is an intertwined and macro process that requires the support of all the people of a land to emerge.”,30,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1045,The Philosopher Hakim Orod Bozorg Khorasani,“Respect the freedom of all.”,30,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1046,The Philosopher Hakim Orod Bozorg Khorasani,“Mortality is the face of people who do not believe in their own power and essence.”,30,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1047,The Philosopher Hakim Orod Bozorg Khorasani,"“We should not set aside our living celebrities for the sake of the greats of our history, which is the custom of ignorant and irrational people.”",30,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1048,The Philosopher Hakim Orod Bozorg Khorasani,"“Exaggeration in praising the history of the past and dead myths brings with it the general hatred of the living for one another and the despair of today's dynasty. In their dreams, young people will create an unattainable past, then they will say what we were in the past and what we are now! In this way, they gradually become disillusioned with themselves and their abilities and enjoy a small field of work. Contrary to this view, the youth of the lands where their myths are alive and their elders work side by side are achieving a greater field of growth and development every day. So let's not say what our pasts were, it must be said what we are now and what lessons our living myths teach us to grow and progress so that we can work, work and strive for it and our land will be praiseworthy for the future.”",29,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1049,The Philosopher Hakim Orod Bozorg Khorasani,"“The world is evolving rapidly. In order to achieve a better life, we must access and use the latest knowledge of the world, some of which constantly hide the shortcomings and remnants of their land today by remembering the names of scientists who died a thousand years ago..”",29,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1050,Thomas Sowell,“It doesn't matter how smart you are unless you stop and think.”,76,"['philosophy', 'politics']"
1051,Vladimir Lenin,"“Unity is a great thing and a great slogan. But what the workers’ cause needs is the unity of Marxists, not unity between Marxists, and opponents and distorters of Marxism.”",69,"['communism', 'democracy', 'freedom', 'history', 'hope', 'individualism', 'philosophy', 'politics', 'revolution', 'socialism']"
1052,Stephen King,“Why' is a crooked letter and can't be made straight.”,65,['philosophy']
1053,Amit Kalantri,"“You need mountains, long staircases don't make good hikers.”",51,"['adage', 'alpinism', 'alpinist', 'amit-kalantri', 'amit-kalantri-proverb', 'amit-kalantri-quotes', 'amit-kalantri-writer', 'bus', 'car', 'catch-line', 'catchphrase', 'experiences', 'experiment', 'explore', 'google', 'hiker', 'hiking', 'information-technology', 'inspirational', 'journey', 'knowledge', 'motivational', 'mount-everest', 'mountain', 'mountaineering', 'movie-dialogue', 'movies', 'observe', 'path', 'philosophy', 'practical', 'practice', 'road', 'search-engine', 'social-networking', 'staircase', 'story', 'student', 'success', 'tagline', 'taglines', 'tale', 'teach', 'teacher', 'teaching', 'temporary', 'tour', 'tourist', 'travel', 'traveller', 'travelling', 'trek', 'trekking', 'true', 'truth', 'truth-finding', 'voyage', 'walking-the-road', 'wisdom']"
1054,Jostein Gaarder,"“A lot of people experience the world with the same incredulity as when a magician pulls a rabbit out of a hat.…We know that the world is not all sleight of hand and deception because we are in it, we are part of it. Actually we are the white rabbit being pulled out of the hat. The only difference beween us and the white rabbit is that the rabbit does not realize it is taking part in a magic trick.”",46,"['life', 'philosophy']"
1055,Friedrich Nietzsche,"“In some remote corner of the universe, poured out and glittering among innumerable solar systems, there once was a star on which clever animals invented knowledge.”",40,['philosophy']
1056,John Stuart Mill,"“Truth gains more even by the errors of one who, with due study and preparation, thinks for himself, than by the true opinions of those who only hold them because they do not suffer themselves to think…”",38,"['philosophy', 'truth']"
1057,Criss Jami,"“To better understand God we must first shatter our own idea of God - maybe even day after day. Maybe he's too great to stay compressed in the human mind. Maybe he splits it wide open; this is why pretentious intellectualism so often fails to comprehend the concept of God: it is only accepting of what it can explain while in the process finding higher sources offensive. What we may confidently assert is that faith is the opening that allows God, this unpredictable, unseen power, to travel in and out of the mind without all the pains of confusion.”",37,"['apologetics', 'certainty', 'comprehension', 'confusion', 'doubt', 'faith', 'god', 'human', 'humility', 'knowing', 'not-knowing', 'pain', 'philosophy', 'pretentiousness', 'pride', 'spirituality', 'theology', 'truth', 'uncertainty', 'understanding', 'wisdom']"
1058,Thomas Hobbes,"“For it can never be that war shall preserve life, and peace destroy it.”",35,"['peace', 'philosophy', 'war']"
1059,Don Roff,“A writer always writes.”,34,"['philosophy', 'writer', 'writing']"
1060,Stefan Molyneux,“Distraction serves evil more than any other mental state.”,34,"['abuse', 'anarchy', 'freedom', 'libertarian', 'liberty', 'non-aggression-principle', 'philosophy', 'psychology', 'self-knowledge', 'statism', 'stockholm-syndrome', 'trauma', 'voluntaryism']"
1061,The Philosopher Hakim Orod Bozorg Khorasani,“The bright tomorrow is not seen through the dark window of fear.”,31,"['life', 'orodism', 'orodismphilosophy', 'orodist', 'philosopher', 'philosopherhakimorodbozorg', 'philosophical', 'philosophy', 'wisdom', 'wisdom-quotes']"
1062,The Philosopher Hakim Orod Bozorg Khorasani,“The wise have a calm mind and a heart full of kindness.”,31,"['life', 'orodism', 'orodismphilosophy', 'orodist', 'philosopher', 'philosopherhakimorodbozorg', 'philosophical', 'philosophy', 'wisdom', 'wisdom-quotes']"
1063,The Philosopher Hakim Orod Bozorg Khorasani,"“Freedom is not a ransom for the people, but its their right and possession.”",31,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1064,The Philosopher Hakim Orod Bozorg Khorasani,“The happiness of a land cannot be created without freedom.”,30,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1065,Simone de Beauvoir,"“If so few female geniuses are found in history, it is because society denies them any means of expression.”",29,"['feminism', 'philosophy', 'simone-de-beauvoir', 'the-second-sex']"
1066,The Philosopher Hakim Orod Bozorg Khorasani,“Even death is not the end for a captive bird.”,29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1067,Gene Rodenberry,“Can all this just be an accident? Or could there be some alien intelligence behind it?”,27,"['metaphysics', 'philosophy']"
1068,Sam Keen,"“The root of humanly caused evil is not man's animal nature, not territorial aggression, or innate selfishness, but our need to gain self-esteem, deny our mortality, and achieve a heroic self-image. Our desire for the best is the cause of the worst.”",25,"['evil', 'inspirational', 'philosophy']"
1069,Marina Tsvetaeva,"“I have two enemies in all the world,",24,"['philosophy', 'politics']"
1070,Naoki Higashida,"“We get swallowed up by the illusion that unless we can find a place to belong, we are going to be all alone in the world.”",23,"['individuality', 'life', 'philosophy']"
1071,CB Smith,“Love is a cowboy's hardest ride.”,21,['philosophy']
1072,Raymond Chandler,"“Television's perfect. You turn a few knobs, a few of those mechanical adjustments at which the higher apes are so proficient, and lean back and drain your mind of all thought. And there you are watching the bubbles in the primeval ooze. You don't have to concentrate. You don't have to react. You don't have to remember. You don't miss your brain because you don't need it. Your heart and liver and lungs continue to function normally. Apart from that, all is peace and quiet. You are in the man's nirvana. And if some poor nasty minded person comes along and says you look like a fly on a can of garbage, pay him no mind. He probably hasn't got the price of a television set.”",21,"['apes', 'chandler', 'humor', 'ooze', 'philosophy', 'raymond-chandler', 'television']"
1073,Ilona Andrews,"“I have a serious question.""",21,"['andrea', 'death', 'gods', 'philosophy', 'roman']"
1074,Martin Heidegger,"“...""Nature"" is not to be understood as that which is just present-at-hand, nor as the",20,"['philosophy', 'science']"
1075,Friedrich Nietzsche,"“I love him whose soul is deep, even in being wounded, and who may perish through a minor matter: thus he goes willingly over the bridge. I love him whose soul is so overfull that he forgets himself, and all things are in him: thus all things become his going under. I love him who has a free spirit and a free heart: thus his head is only the guts of his heart; his heart, however, causes his going under. I love all who are like heavy drops falling one by one out of the cloud that lowers over man: they herald the coming of the lightning, and as heralds they perish.”",20,['philosophy']
1076,Ken Kesey,"“It's the truth, even if it didn't happen...",19,"['philosophy', 'wisdom']"
1077,Ayn Rand,“An inventor is a man who asks 'Why?' of the universe and lets nothing stand between the answer and his mind.”,19,['philosophy']
1078,Jacob Bronowski,"“This is the concentration camp and crematorium at Auschwitz. This is where people were turned into numbers. Into this pond were flushed the ashes of some four million people. And that was not done by gas. It was done by arrogance. It was done by dogma. It was done by ignorance. When people believe that they have absolute knowledge, with no test in reality, this is how they behave.”",19,"['philosophy', 'science']"
1079,Jean-Paul Sartre,"“I can always choose, but I ought to know that if I do not choose, I am still choosing.”",18,"['existentialism', 'philosophy', 'sartre']"
1080,Catherine Doyle,“Do you think you wear a mask?’,51,"['life', 'masks', 'philosophy', 'truth']"
1081,Amit Kalantri,“All my problems bow before my stubbornness.”,50,"['bow', 'confidence', 'human', 'humans', 'inspiration', 'inspirational', 'inspirational-quotes', 'motivation', 'motivational', 'motivational-quotes', 'philosophy', 'problem-solving', 'problems', 'respect', 'respectable', 'respected', 'respectful', 'respecting', 'respecting-others', 'respecting-yourself', 'self-respect', 'stubborn', 'stubborness', 'stubbornly', 'stubbornness', 'wisdom', 'wisdom-quotes']"
1082,Ja A. Jahannes,"“Unless we learn to know ourselves, we run the danger of destroying ourselves.”",44,"['danger', 'humanity', 'ignorance', 'knowledge-wisdom', 'multiculturalism', 'nonviolent-conflict-resolution', 'philosophy', 'self-destruction', 'self-knowledge', 'shifting-demographics', 'social-change', 'sociological-imagination', 'wisdom-quotes', 'world-community']"
1083,Stefan Molyneux,“SCREW CHILDREN!,42,"['anarchy', 'child-abuse', 'childhood-trauma', 'freedom', 'libertarian', 'liberty', 'philosophy', 'psychology', 'self-knowledge', 'voluntaryism']"
1084,W.V. Quine,"“Physical objects are conceptually imported into the situation as convenient intermediaries not by definition in terms of experience, but simply as irreducible posits comparable, epistemologically, to the gods of Homer . . . For my part I do, qua lay physicist, believe in physical objects and not in Homer's gods; and I consider it a scientific error to believe otherwise. But in point of epistemological footing, the physical objects and the gods differ only in degree and not in kind. Both sorts of entities enter our conceptions only as cultural posits.”",38,"['philosophy', 'science']"
1085,Arthur Schopenhauer,"“The life of an individual is a constant struggle, and not merely a metaphorical one against want or boredom, but also an actual struggle against other people. He discovers adversaries everywhere, lives in continual conflict and dies with sword in hand.”",38,['philosophy']
1086,Aristophanes,“High thoughts must have high language.”,37,['philosophy']
1087,Walpola Rahula,"“The question has often been asked; Is Buddhism a religion or a philosophy? It does not matter what you call it. Buddhism remains what it is whatever label you may put on it. The label is immaterial. Even the label 'Buddhism' which we give to the teachings of the Buddha is of little importance. The name one gives is inessential.... In the same way Truth needs no label: it is neither Buddhist, Christian, Hindu nor Moslem. It is not the monopoly of anybody. Sectarian labels are a hindrance to the independent understanding of Truth, and they produce harmful prejudices in men's minds.”",31,"['buddhism', 'labels', 'names', 'philosophy', 'prejudice', 'prejudices', 'religion', 'sectarianism', 'tolerance', 'truth']"
1088,Seneca,"“My advice is really this: what we hear the philosophers saying and what we find in their writings should be applied in our pursuit of the happy life. We should hunt out the helpful pieces of teaching, and the spirited and noble-minded sayings which are capable of immediate practical application—not far-fetched or archaic expressions or extravagant metaphors and figures of speech—and learn them so well that words become works. No one to my mind lets humanity down quite so much as those who study philosophy as if it were a sort of commercial skill and then proceed to live in a quite different manner from the way they tell other people to live.”",30,"['philosophy', 'stoic', 'stoicism']"
1089,The Philosopher Hakim Orod Bozorg Khorasani,"“Those who call freedom sexual immorality, are sick.”",30,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1090,The Philosopher Hakim Orod Bozorg Khorasani,“Only free and informed people can build a great and powerful government.”,29,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1091,The Philosopher Hakim Orod Bozorg Khorasani,“Kindness and friendship will last in the land of libertarians.”,29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1092,The Philosopher Hakim Orod Bozorg Khorasani,“All the people of a land must be the leaders of freedom and libertarianism.”,29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1093,The Philosopher Hakim Orod Bozorg Khorasani,"“Freedom is not a gift. Freedom is a responsibility, and certainly lazy and irresponsible people do not have freedom.”",29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1094,The Philosopher Hakim Orod Bozorg Khorasani,“incapable and despicable people beg for freedom.”,29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1095,The Philosopher Hakim Orod Bozorg Khorasani,“Someone who seeks freedom does not open the gate of prison for other thoughts.”,29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1096,Santosh Kalwar,“You like me not because I like you. I like you just because I like me.”,27,"['like', 'love', 'philosophy', 'romantic']"
1097,Prosper Mérimée,"“I'll follow you, even to death—but I won't live with you any more.”",27,"['commitment', 'death', 'life', 'philosophy']"
1098,Albert Camus,"“This heart within me I can feel, and I judge that it exists. This world I can touch, and I likewise judge that it exists. There ends all my knowledge, and the rest is construction. (...) Forever I shall be a stranger to myself.”",27,"['existentialism', 'knowledge-of-self', 'life', 'philosophy']"
1099,Ki Longfellow,"“... is it truly possible to steal a life, if... the Self is eternal and cannot die? Should this be so, then one who 'murders' does no more than transgress against the will of another, whose choice it is to live. At bottom, a murderer offends not against the body, but against the spirit.”",25,"['choice', 'death', 'murder', 'philosophy', 'upanishad']"
1100,P.D. Ouspensky,"“Attaining consciousness is connected with the gradual liberation from mechanicalness, for man is fully and completely under mechanical laws.”",25,"['metaphysics', 'philosophy']"
1101,William James,"“Philosophy lives in words, but truth and fact well up into our lives in ways that exceed verbal formulation.”",22,"['beyond-words', 'fact', 'philosophy', 'truth', 'truths']"
1102,Stefan Molyneux,"“What is so often said about the solders of the 20th century is that they fought to make us free. Which is a wonderful sentiment and one witch should evoke tremendous gratitude if in fact there was a shred of truth in that statement but, it's not true. It's not even close to true in fact it's the opposite of truth.",22,"['death', 'government', 'philosophy', 'politics', 'war']"
1103,George Soros,“Misconceptions play a prominent role in my view of the world.”,21,"['evil', 'open-society', 'philosophy', 'progressive', 'wrong']"
1104,Albert Camus,"“Men, too, secrete the inhuman. At certain moments of lucidity, the mechanical aspect of their gestures, their meaningless pantomime makes silly everything that surrounds them. A man is talking on the telephone behind a glass partition; you cannot hear him, but you see his incomprehensible dumb show: you wonder why he is alive. This discomfort in the face of man’s own inhumanity, this incalculable tumble before the image of what we are, this “nausea,” as a writer of today calls it, is also the absurd.”",21,"['absurdism', 'philosophy']"
1105,Friedrich Nietzsche,“I tell you: one must still have chaos in oneself to give birth to a dancing star. I tell you: you still have chaos in yourselves.”,21,"['chaos', 'philosophy', 'stars']"
1106,Shah Asad Rizvi,"“Caution not spirit, let it roam wild; for in that natural state dance embraces divine frequency.”",20,"['artist', 'artists', 'artists-quotes', 'author', 'bachata', 'baila', 'bailando', 'ballerina', 'ballet', 'ballet-dancer', 'ballroom', 'ballroom-dance', 'ballroom-dancing', 'belly-dance', 'belly-dancer', 'belly-dancing', 'bhangra', 'boogie-woogie', 'choreographer', 'choreography', 'contemporary-dance', 'dance', 'dance-academy', 'dance-class', 'dance-costume', 'dance-festival', 'dance-floor', 'dance-life', 'dance-photography', 'dance-quote', 'dance-quotes', 'dance-shoes', 'dance-show', 'dance-studio', 'dance-wear', 'dancehall-dance', 'dancer', 'dancing', 'dancing-with-the-stars', 'danza', 'disco-dance', 'disco-dancing', 'electronic-dance', 'figure-skater', 'figure-skating', 'flamenco', 'folk-dance', 'freestyle', 'gymnastics', 'ice-skating', 'inspirational-quotes', 'jazz-dance', 'kathak', 'kizomba', 'latin-dance', 'life-quotes', 'mambo', 'modern-dance', 'motion', 'motivational-quotes', 'movement', 'movements', 'philosopher', 'philosophy', 'poet', 'poetry', 'quote', 'quote-of-the-day', 'quotes', 'raqs-sharqi', 'reggae-dance', 'reggaeton', 'rumi', 'salsa', 'salsa-dance', 'samba', 'shah-asad-rizvi', 'street-dance', 'sway', 'swing-dance', 'tango', 'tap-dance', 'word-porn', 'words-of-wisdom', 'writer', 'writing', 'zouk', 'zumba-dance']"
1107,Yann Martel,"“Religion?"" Mr Kumar grinned broadly. ""I don't believe in religion. Religion is darkness.”",18,"['philosophy', 'religion']"
1108,Arkady Strugatsky,"“И всегда будут короли, более или менее жестокие, бароны, более или менее дикие, и всегда будет невежественный народ, питающий восхищение к своим угнетателям и ненависть к своему освободителю. И все потому, что раб гораздо лучше понимает своего господина, пусть даже самого жестокого, чем своего освободителя, ибо каждый раб отлично представляет себя на месте господина, но мало кто представляет себя на месте бескорыстного освободителя.”",17,"['freedom', 'philosophy', 'slavery', 'social-system']"
1109,Maimonides,"“The person who wishes to attain human perfection should study logic first, next mathematics, then physics, and, lastly, metaphysics.”",17,"['logic', 'mathematics', 'metaphysics', 'philosophy', 'physics', 'self-improvement', 'wisdom']"
1110,Joyce Carol Oates,"“And this is the forbidden truth, the unspeakable taboo - that evil is not always repellent but frequently attractive; that it has the power to make of us not simply victims, as nature and accident do, but active accomplices.”",138,"['good-and-evil', 'philosophy', 'truth']"
1111,Sartre J.-P.,"“Every existing thing is born without reason, prolongs itself out of weakness, and dies by chance.”",99,['philosophy']
1112,Blaise Pascal,"“When I see the blind and wretched state of men, when I survey the whole universe in its deadness, and man left to himself with no light, as though lost in this corner of the universe without knowing who put him there, what he has to do, or what will become of him when he dies, incapable of knowing anything, I am moved to terror, like a man transported in his sleep to some terrifying desert island, who wakes up quite lost, with no means of escape. Then I marvel that so wretched a state does not drive people to despair.”",75,"['atheism', 'blaise', 'pascal', 'philosophy', 'religion']"
1113,Bertrand Russell,"“Philosophy, though unable to tell us with certainty what is the true answer to the doubts which it raises, is able to suggest many possiblities which enlarge our thoughts and free them from the tyranny of custom. Thus, while diminishing our feeling of certainty as to what things are, it greatly increases our knowledge as to what the may be; it removes the somewhat arrogant dogmatism of those who have never travelled into the region of liberating doubt, and it keeps alive our sense of wonder by showing familar things in an unfamilar aspect”",73,['philosophy']
1114,Dean Koontz,"“Fate isn’t one straight road…there are forks in it, many different routes to different ends. We have the free will to choose the path.”",68,['philosophy']
1115,Richard P. Feynman,“I believe that a scientist looking at nonscientific problems is just as dumb as the next guy.”,67,"['feynman', 'philosophy', 'scientists']"
1116,Ludwig Wittgenstein,"“Don't think, but look! (PI 66)”",66,"['carpe-diem', 'philosophy', 'wittgenstein']"
1117,Vladimir Nabokov,“All religions are based on obsolete terminology.”,60,"['faith', 'philosophy', 'philosophy-of-religion', 'religion', 'theology', 'translation']"
1118,Ayn Rand,“We are born into this world unarmed - our mind is our only weapon.”,59,"['objectivism', 'philosophy']"
1119,Guy Debord,"“Ideas improve. The meaning of words participates in the improvement. Plagiarism is necessary. Progress implies it. It embraces an author's phrase, makes use of his expressions, erases a false idea, and replaces it with the right idea. ”",51,"['critical-theory', 'philosophy']"
1120,Gregory Bassham,“To pursue wisdom is to live in such a way that one is prepared to face death when it comes. (247)”,49,"['death', 'harry-potter', 'life', 'living-life', 'philosophy', 'wisdom']"
1121,Stephen Jay Gould,“Skepticism is the agent of reason against organized irrationalism--and is therefore one of the keys to human social and civic decency.”,44,"['philosophy', 'science']"
1122,Maxim Gorky,"“The illness of a doctor is always worse than the illnesses of his patients.The patients only feel, but the doctor, as well as feeling, has a pretty good idea of the destructive effect of the disease on his constitution.This is a case in which knowledge brings death nearer.”",43,"['inspirational', 'philosophy']"
1123,Siddhārtha Gautama,“Few among men are they who cross to the further shore. The others merely run up and down the bank on this side.”,40,"['inspirational', 'life', 'philosophy', 'truth', 'wisdom']"
1124,Ai Yazawa,"“In the world of art, all things are possible.--George from Paradise Kiss”",31,['philosophy']
1125,The Philosopher Hakim Orod Bozorg Khorasani,“Freedom needs to be maintained and guarded.”,29,"['mindsetmatters', 'orodbozorg', 'orodism', 'orodismphilosophy', 'philosophy', 'positivethought', 'quotes', 'wisdom', 'wordsofpower', 'wordsofwisdom']"
1126,The Philosopher Hakim Orod Bozorg Khorasani,“Sacrifice for freedom is the temperament of the great and the immortals.”,29,"['greatness', 'hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom']"
1127,Laura Cereta,"“The free mind, unafraid of labor, presses on to attain the good.”",28,"['feminism', 'mind', 'philosophy', 'truth']"
1128,Monica Drake,“The only value of wasted time is knowledge.”,28,"['inspirational', 'knowledge', 'philosophy', 'wasted-time']"
1129,The Philosopher Hakim Orod Bozorg Khorasani,"“During the elections, the people should follow the programs proposed by the political parties more than anything else.”",28,"['hakimorodbozorg', 'meaning', 'orodbozorg', 'orodist', 'philosophical', 'philosophy', 'succeed', 'thephilosopherhakimorodbozorg', 'wisdom', 'wisequotes']"
1130,Niccolo Machiavelli,“Is it better to be loved or feared?”,27,"['philosophy', 'political-philosophy']"
1131,Epictetus,“Whoever is going to listen to the philosophers needs a considerable practice in listening.”,27,"['listening', 'philosophy']"
1132,Daniel C. Dennett,“Philosophers' Syndrome: mistaking a failure of the imagination for an insight into necessity.”,26,['philosophy']
